time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.08,3.3050974038920007e-10,-2.2034468725676302e-10,10.007568395338547,6.283185216677957,6.283185171428006,0.0,2.2034391414803135e-08,-1.4689803010277444e-08,0.18918974810897626,-3.0169927273338293e-06,-4.525488911179235e-06,0.0,450.00015,449.99988,450.00012,449.99994
0.16,-4.8127774334857356e-08,-3.2652260527831196e-07,10.03026268973009,6.28304678908345,2.3379148327506982e-05,0.0,-3.603765443118533e-06,-2.2053125833051837e-05,0.3781038423121387,-0.004701510293951418,0.0007888098411735055,0.0,449.90796,449.95612,450.20728,449.92215
0.23999999999999996,-2.4708227070401142e-06,-1.1697550952970197e-05,10.068031985305636,6.282135011420767,0.0003472424159776111,0.0,-9.341009262037848e-05,-0.0003712295528253024,0.5660217447894741,-0.024129154134024385,0.0091872721772365,0.0,449.4992,450.00922,450.62372,449.4446
0.32,-3.180387180424045e-05,-9.979845099297664e-05,10.120761635726918,6.279203433344303,0.0018071094197198434,0.0,-0.0008276923515585234,-0.002214936833085741,0.75207030619673,-0.06417864228786294,0.03130976727252634,0.0,448.74133,450.08594,451.104,448.67142
0.4000000000000001,-0.0001939877452988885,-0.0004746998273051569,10.188275507182803,6.272590313782519,0.005747208528028125,0.0,-0.003760626819462007,-0.00805217468716816,0.9355814270152416,-0.13339269418540434,0.07218208279785222,0.0,447.81265,450.30035,451.68127,447.4687
0.48000000000000015,-0.0007750531287402823,-0.0016139215531965352,10.27033942093093,6.260141219651437,0.014080946007203998,0.0,-0.011920201948133504,-0.02214242742040943,1.115756176845857,-0.23893034475346533,0.1388985369427402,0.0,446.605,450.6756,452.33,445.88132
0.5600000000000002,-0.002380581014842699,-0.00441971407908707,10.366646161511495,6.239310545733851,0.02929243737274323,0.0,-0.030351417934895826,-0.050897483485150996,1.2915241998454343,-0.38621578478499186,0.2360810267236111,0.0,445.20038,451.15393,452.98413,443.92337
0.6400000000000002,-0.006115044812552546,-0.010401543846230666,10.476791380773852,6.207315806756531,0.054176565857728676,0.0,-0.06652387724207867,-0.1031019229222671,1.4614348108477746,-0.5822213213733615,0.3657158473760564,0.0,443.68393,451.67725,453.8283,441.6469
0.7200000000000003,-0.01378260581002998,-0.021869368802878524,10.600199607647731,6.161039064057173,0.09165166687637871,0.0,-0.13046548852069564,-0.18999148775628766,1.622493097484432,-0.8330026017757635,0.528595670874456,0.0,442.0414,452.18396,454.87637,439.06052
0.8000000000000004,-0.02808966919211399,-0.04212559184259753,10.735951554592216,6.097102599200465,0.1445925407534263,0.0,-0.2346714774690031,-0.32507400754199073,1.7688348116373807,-1.1441704367623249,0.7239015562474127,0.0,440.25186,452.58817,456.20584,436.18228
0.8800000000000004,-0.052830865946048536,-0.07561099173716529,10.882473832915322,6.012461639075916,0.21614955224890675,0.0,-0.3938253589514469,-0.522997299775913,1.8896246575632458,-1.5295025959588302,0.9549352374179393,0.0,438.22858,453.0952,457.99332,432.54898
0.9600000000000005,-0.09304436191581451,-0.12789534055640925,11.0369869559608,5.903148176679059,0.3106913162267553,0.0,-0.6243439426489452,-0.7969479784822584,1.965086502258252,-1.9961042063930297,1.2337366156598524,0.0,435.1873,453.54187,459.83292,427.94052
1.0400000000000005,-0.15515473721016546,-0.20543364323326413,11.194758705359368,5.76412123942524,0.4337608629045713,0.0,-0.9443517121568856,-1.1550185146103191,1.9657001893385946,-2.542371112565626,1.5703855622795044,0.0,431.4195,454.20547,461.5462,422.45242
1.1200000000000006,-0.24705084474841202,-0.31485050936799075,11.34820651669499,5.5905423242635806,0.5936661524673159,0.0,-1.3720854767400008,-1.5915100440777832,1.849673596945509,-3.1680490177008105,1.9863517829101842,0.0,425.96567,455.04196,463.60056,416.20352
1.2000000000000006,-0.37797595716512983,-0.4613032361922511,11.486027811279726,5.3775377888644265,0.7997277460151464,0.0,-1.9221638356464066,-2.0729118989103195,1.567196580278648,-3.87259213082585,2.4904818909426854,0.0,419.08875,455.82947,466.02963,408.8942
1.2800000000000007,-0.5579815476773657,-0.6457263305849406,11.593188715644013,5.114791159051503,1.05895447714646,0.0,-2.59831198833261,-2.525551408269126,1.0787090672503838,-4.621509039411609,3.0713537670359314,0.0,411.6106,456.40442,468.78732,402.4912
1.3600000000000008,-0.7965921643308058,-0.8613903644050687,11.653054971950546,4.797103215768397,1.3755605426862276,0.0,-3.3817554599593693,-2.832751113310032,0.39202384673859,-5.401906204484402,3.711153566440767,0.0,404.34683,457.32388,472.68933,396.4944
1.4400000000000008,-1.1004480309075426,-1.0914428408660306,11.65329428987783,4.422949660916638,1.748855628100781,0.0,-4.217445571783029,-2.868612211583116,-0.38550537293666753,-6.218069243548073,4.3786249523164,0.0,396.8973,457.49988,478.18246,390.1636
1.520000000000001,-1.470041234694232,-1.3117546624209462,11.594976705660978,4.000301335423682,2.17343107434,0.0,-5.004489224977883,-2.596974973154001,-1.031107333519982,-7.1254524594701385,5.0346519788049635,0.0,387.10797,454.4882,489.49478,384.66077
1.600000000000001,-1.8955363599369743,-1.5032604449845308,11.498451476188869,3.518017983795467,2.639712327214781,0.0,-5.5869552962434,-2.196672023302795,-1.3166963011643205,-8.096463792398396,5.632758020174822,0.0,377.48392,449.6058,502.7428,380.50922
