time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.08,0.0,0.0,9.968598214494971,0.0,0.0,0.0,0.0,0.0,-0.7853269939825878,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16,1.7214510195065558e-11,-3.4194728073301254e-12,9.874232012883345,2.1339810540865756e-07,1.0816048279238544e-06,0.0,1.2372237769791952e-09,-2.45514038367807e-10,-1.5748696917016758,7.113059234720171e-06,3.6496529904477513e-05,0.0,-2.248128633099596,2.626022713802255,0.35650229362099395,0.7181082260021036
0.23999999999999996,1.6293545046472485e-09,-2.053975291731021e-10,9.716385167669202,1.05891209756237e-06,1.9654607353203346e-05,0.0,7.801786191940927e-08,-7.299008468138764e-09,-2.37312533725793,1.6328346445486845e-05,0.0005595795865360616,0.0,-13.28059286469997,14.264268236657841,1.0479776997461998,1.2655778725632723
0.32,4.0449582407641e-08,-1.8850204403987925e-09,9.494228123979962,6.283185236139783,0.00011808775391486392,0.0,1.3451307501648396e-06,-3.600922034370742e-08,-3.1834432807243425,-6.49064594348352e-05,0.002341227915717229,0.0,-32.630331962112145,34.013517725614335,2.1916223310390057,0.6044507291095991
0.4000000000000001,3.9909837728890865e-07,-2.006016510433699e-09,9.206717303238916,6.2831731876975425,0.00041387008913940093,0.0,9.984654222776952e-06,1.0623976493401352e-07,-4.00783205742408,-0.00029403545421238905,0.005914784545552752,0.0,-57.8071640846811,59.37202178571488,3.6554165636770333,-1.0801330261921567
0.48000000000000015,2.297155811568466e-06,4.419774105747262e-08,8.85267961897616,6.283140323692848,0.0010521120805710993,0.0,4.527075657747221e-05,1.4067119829003775e-06,-4.847524953730816,-0.0006066922325347148,0.011311350322038614,0.0,-86.39675237968996,87.96227431083665,5.311158812126123,-3.4875147516395044
0.5600000000000002,9.329298221057693e-06,3.084801366392881e-07,8.430843197420879,6.283085277643444,0.0021664387201667523,0.0,0.00014996319540356933,6.139767443553918e-06,-5.703764023441864,-0.0008253907989727633,0.01812037644880704,0.0,-116.5154165562735,117.95216405837016,7.058077883219428,-6.3243232970517
0.6400000000000002,2.9789295097793195e-05,1.1866348273800868e-06,7.939811804345769,6.2830226984680415,0.0038488931691968986,0.0,0.0004017527962900381,1.7504626693133132e-05,-6.578426898652291,-0.0007125193495328743,0.025671095785987707,0.0,-146.88737757259756,148.1112495485127,8.827650785089034,-9.364251194989656
0.7200000000000003,7.9978451712695e-05,3.312270843384273e-06,7.377998620742249,6.282986618266603,0.0061342570138371855,0.0,0.0009262367655603197,3.773057694296091e-05,-7.474418194620491,-1.9999064525476633e-05,0.03319163315966847,0.0,-176.73576610972833,177.69537505936782,10.578048322884666,-12.455787787403287
0.8000000000000004,0.0001886543158709239,7.332051688750947e-06,6.743535244808261,6.28303041607985,0.008995446276533592,0.0,0.0019122750494560727,6.379535430987275e-05,-8.395898653782517,0.0014802640513532916,0.03990609931665384,0.0,-205.63433907985277,206.29942196708066,12.286083152947205,-15.507649116433113
0.8800000000000004,0.0004028010833001557,1.319699660085253e-05,6.034164976940937,3.9550371177199395e-05,0.012345023033649483,0.0,0.0036294146689032523,7.931587417621518e-05,-9.348450316741882,0.003983708325727908,0.045078720691216045,0.0,-233.382733427798,233.7355090414201,13.940412163346757,-18.470754755054013
0.9600000000000005,0.0007948153618304837,1.8577165165025833e-05,5.247122410788642,0.00047014581073145933,0.01603901449779599,0.0,0.006445443954744723,4.032599786910548e-05,-10.339255950927766,0.007652181086263962,0.04802197792076066,0.0,-259.91824004092825,259.9472665924884,15.536866493765055,-21.323780403151964
1.0400000000000005,0.0014709832822293548,1.5783236292927785e-05,4.378995957462938,0.0012346225593864446,0.019880533034458026,0.0,0.010840494388531071,-0.0001484349273025369,-11.377349956898318,0.01261955375755703,0.048079763736923006,0.0,-285.2585816708434,284.9541004108321,17.07561323265437,-24.063376981320104
1.1200000000000006,0.00258076217355701,-1.3749753728978365e-05,3.4255657359472096,0.002440950193933311,0.023621434090777882,0.0,0.017412021408306968,-0.0006716678281283061,-12.47398901253996,0.019000696298632817,0.04458965162985569,0.0,-309.46668631424853,308.8165367444503,18.55959137905258,-26.69818610838993
1.2000000000000006,0.004325797420426135,-0.00010884889036623063,2.381605266081661,0.004206151371397127,0.026960508602215327,0.0,0.02686138674504533,-0.0018635395988146537,-13.643195033429498,0.026902301610900646,0.036823993390758945,0.0,-332.62989509417247,331.6153547513981,19.993710611024564,-29.245484265816106
1.2800000000000007,0.006966613382593654,-0.00034404136074839406,1.240630556182948,0.0066560398420882905,0.029536727671713336,0.0,0.039945786934227276,-0.00430120921238603,-14.902540457930181,0.03643507691279939,0.023908013811984923,0.0,-354.84832137763726,353.4395110618165,21.384389046615695,-31.729465577119893
1.3600000000000008,0.010823129795586695,-0.0008544149554676794,0.0,0.009926005842140206,0.030916088342987535,0.0,0.057365699186803426,-0.008950573093844727,-16.274278629714992,0.04772737883441856,0.0047142280585286975,0.0,-376.2289619467499,374.3797647577937,22.739045182902267,-34.18037574746613
